Report Month,Org Code,Department,All reported employees,Telework eligible employees,Telework eligible / All reported,Remote centered employees,Remote centered / All reported,Remote centered / Telework eligible,Office centered employees,Office centered / All reported,Office centered / Telework eligible,Teleworker (remote + office),Teleworker / All reported,Teleworker / Telework eligible,Not teleworking employees from eligible,Not teleworking / All reported,Not teleworking / Telework eligible,Not teleworking + Not eligible,Not teleworking + Not eligible / All reported,Telework days % from eligible
2022-12,7910,Office of Administrative Law,23,23,100.00%,15,65.20%,65.20%,8,34.80%,34.80%,23,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,58.70%
2022-12,7504,Office of Data and Innovation,37,37,100.00%,37,100.00%,100.00%,0,0.00%,0.00%,37,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.80%
2022-12,3355,Office of Energy Infrastructure Safety,76,65,85.50%,65,85.50%,100.00%,0,0.00%,0.00%,65,85.50%,100.00%,0,0.00%,0.00%,11,14.50%,100.00%
2022-12,3980,Office of Environmental Health Hazard Assessment,135,135,100.00%,135,100.00%,100.00%,0,0.00%,0.00%,135,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,96.70%
2022-12,531,Office of Systems Integration,371,371,100.00%,362,97.60%,97.60%,3,0.80%,0.80%,365,98.40%,98.40%,6,1.60%,1.60%,6,1.60%,96.90%
2022-12,552,Office of the Inspector General,139,139,100.00%,129,92.80%,92.80%,2,1.40%,1.40%,131,94.20%,94.20%,8,5.80%,5.80%,8,5.80%,89.90%
2022-12,5420,Prison Industry Authority,1005,234,23.30%,146,14.50%,62.40%,50,5.00%,21.40%,196,19.50%,83.80%,38,3.80%,16.20%,809,80.50%,52.40%
2022-12,7900,Public Employees' Retirement System,2313,2313,100.00%,293,12.70%,12.70%,1936,83.70%,83.70%,2229,96.40%,96.40%,84,3.60%,3.60%,84,3.60%,44.70%
2022-12,7320,Public Employment Relations Board,73,63,86.30%,54,74.00%,85.70%,7,9.60%,11.10%,61,83.60%,96.80%,2,2.70%,3.20%,12,16.40%,68.70%
2022-12,8660,Public Utilities Commission,1418,1334,94.10%,1281,90.30%,96.00%,28,2.00%,2.10%,1309,92.30%,98.10%,25,1.80%,1.90%,109,7.70%,94.60%
2022-12,3875,Sacramento-San Joaquin Delta Conservancy,15,15,100.00%,15,100.00%,100.00%,0,0.00%,0.00%,15,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.30%
2022-12,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2022-12,3820,San Francisco Bay Conservation and Development Commission,47,47,100.00%,46,97.90%,97.90%,1,2.10%,2.10%,47,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2022-12,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,10,10,100.00%,8,80.00%,80.00%,1,10.00%,10.00%,9,90.00%,90.00%,1,10.00%,10.00%,1,10.00%,66.00%
2022-12,3830,San Joaquin River Conservancy,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.30%
2022-12,3810,Santa Monica Mountains Conservancy,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-12,515,"Secretary for Business, Consumer Services, and Housing Agency",61,61,100.00%,52,85.20%,85.20%,8,13.10%,13.10%,60,98.40%,98.40%,1,1.60%,1.60%,1,1.60%,83.60%
2022-12,530,Secretary for California Health and Human Services Agency,72,72,100.00%,63,87.50%,87.50%,9,12.50%,12.50%,72,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,86.70%
2022-12,555,Secretary for Environmental Protection,76,76,100.00%,50,65.80%,65.80%,3,3.90%,3.90%,53,69.70%,69.70%,23,30.30%,30.30%,23,30.30%,63.50%
2022-12,511,Secretary for Government Operations Agency,28,28,100.00%,27,96.40%,96.40%,1,3.60%,3.60%,28,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,76.40%
2022-12,559,Secretary for Labor and Workforce Development Agency,28,28,100.00%,14,50.00%,50.00%,10,35.70%,35.70%,24,85.70%,85.70%,4,14.30%,14.30%,4,14.30%,50.00%
2022-12,521,Secretary for Transportation Agency,17,17,100.00%,15,88.20%,88.20%,2,11.80%,11.80%,17,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,57.60%
2022-12,890,Secretary of State,563,563,100.00%,495,87.90%,87.90%,51,9.10%,9.10%,546,97.00%,97.00%,17,3.00%,3.00%,17,3.00%,63.90%
2022-12,540,Secretary of the Natural Resources Agency,91,91,100.00%,87,95.60%,95.60%,3,3.30%,3.30%,90,98.90%,98.90%,1,1.10%,1.10%,1,1.10%,89.90%
2022-12,3855,Sierra Nevada Conservancy,48,47,97.90%,43,89.60%,91.50%,4,8.30%,8.50%,47,97.90%,100.00%,0,0.00%,0.00%,1,2.10%,82.90%
2022-12,860,State Board of Equalization,155,155,100.00%,145,93.50%,93.50%,9,5.80%,5.80%,154,99.40%,99.40%,1,0.60%,0.60%,1,0.60%,65.80%
2022-12,3760,State Coastal Conservancy,65,65,100.00%,63,96.90%,96.90%,2,3.10%,3.10%,65,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.40%
2022-12,840,State Controller,1352,1167,86.30%,1000,74.00%,85.70%,107,7.90%,9.20%,1107,81.90%,94.90%,60,4.40%,5.10%,245,18.10%,82.10%
2022-12,4100,State Council on Developmental Disabilities,66,66,100.00%,51,77.30%,77.30%,12,18.20%,18.20%,63,95.50%,95.50%,3,4.50%,4.50%,3,4.50%,71.20%
2022-12,4260,State Department of Health Care Services,4021,4021,100.00%,3428,85.30%,85.30%,169,4.20%,4.20%,3597,89.50%,89.50%,424,10.50%,10.50%,424,10.50%,78.70%
2022-12,5170,State Independent Living Council,2,2,100.00%,2,100.00%,100.00%,0,0.00%,0.00%,2,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2022-12,3560,State Lands Commission,203,162,79.80%,135,66.50%,83.30%,21,10.30%,13.00%,156,76.80%,96.30%,6,3.00%,3.70%,47,23.20%,81.30%
2022-12,7503,State Personnel Board,72,71,98.60%,68,94.40%,95.80%,2,2.80%,2.80%,70,97.20%,98.60%,1,1.40%,1.40%,2,2.80%,92.40%
2022-12,8140,State Public Defender,84,84,100.00%,62,73.80%,73.80%,11,13.10%,13.10%,73,86.90%,86.90%,11,13.10%,13.10%,11,13.10%,72.90%
2022-12,7920,State Teachers' Retirement System,1252,1252,100.00%,1025,81.90%,81.90%,227,18.10%,18.10%,1252,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,56.50%
2022-12,3940,State Water Resources Control Board,2399,2399,100.00%,1916,79.90%,79.90%,336,14.00%,14.00%,2252,93.90%,93.90%,147,6.10%,6.10%,147,6.10%,76.40%
2022-12,8885,"States Mandates, Commission on",13,12,92.30%,9,69.20%,75.00%,3,23.10%,25.00%,12,92.30%,100.00%,0,0.00%,0.00%,1,7.70%,76.10%
2022-12,6980,"Student Aid Commission, California",128,128,100.00%,121,94.50%,94.50%,2,1.60%,1.60%,123,96.10%,96.10%,5,3.90%,3.90%,5,3.90%,88.60%
2022-12,A279,Unemployment Insurance Appeals Board,446,388,87.00%,202,45.30%,52.10%,26,5.80%,6.70%,228,51.10%,58.80%,160,35.90%,41.20%,218,48.90%,48.80%
2022-12,3640,Wildlife Conservation Board,34,33,97.10%,24,70.60%,72.70%,0,0.00%,0.00%,24,70.60%,72.70%,9,26.50%,27.30%,10,29.40%,70.20%
2023-01,7300,Agricultural Labor Relations Board,65,65,100.00%,50,76.90%,76.90%,5,7.70%,7.70%,55,84.60%,84.60%,10,15.40%,15.40%,10,15.40%,57.20%
2023-01,2120,Alcoholic Beverage Control Appeals Board,6,6,100.00%,5,83.30%,83.30%,1,16.70%,16.70%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2023-01,3835,Baldwin Hills Conservancy,4,4,100.00%,3,75.00%,75.00%,1,25.00%,25.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,60.00%
2023-01,A541,Board of Forestry and Fire Protection,11,9,81.80%,9,81.80%,100.00%,0,0.00%,0.00%,9,81.80%,100.00%,0,0.00%,0.00%,2,18.20%,77.80%
2023-01,6870,Board of Governors of the California Community Colleges,182,182,100.00%,182,100.00%,100.00%,0,0.00%,0.00%,182,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-01,5227,Board of State and Community Corrections,115,115,100.00%,104,90.40%,90.40%,0,0.00%,0.00%,104,90.40%,90.40%,11,9.60%,9.60%,11,9.60%,72.30%
2023-01,3105,California African-American Museum,35,16,45.70%,16,45.70%,100.00%,0,0.00%,0.00%,16,45.70%,100.00%,0,0.00%,0.00%,19,54.30%,100.00%
2023-01,4250,California Children and Families Commission,39,39,100.00%,39,100.00%,100.00%,0,0.00%,0.00%,39,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,61.80%
2023-01,1700,California Civil Rights Department,267,267,100.00%,259,97.00%,97.00%,4,1.50%,1.50%,263,98.50%,98.50%,4,1.50%,1.50%,4,1.50%,91.70%
2023-01,3720,California Coastal Commission,176,176,100.00%,158,89.80%,89.80%,16,9.10%,9.10%,174,98.90%,98.90%,2,1.10%,1.10%,2,1.10%,75.70%
2023-01,3340,California Conservation Corps,539,143,26.50%,104,19.30%,72.70%,39,7.20%,27.30%,143,26.50%,100.00%,0,0.00%,0.00%,396,73.50%,68.50%
2023-01,A059,California Correctional Health Care Services,14462,2772,19.20%,1866,12.90%,67.30%,906,6.30%,32.70%,2772,19.20%,100.00%,0,0.00%,0.00%,11690,80.80%,67.00%
2023-01,7600,California Department of Tax and Fee Administration,3696,3673,99.40%,3565,96.50%,97.10%,96,2.60%,2.60%,3661,99.10%,99.70%,12,0.30%,0.30%,35,0.90%,90.70%
2023-01,7502,California Department of Technology,959,958,99.90%,861,89.80%,89.90%,13,1.40%,1.40%,874,91.10%,91.20%,84,8.80%,8.80%,85,8.90%,89.20%
2023-01,A341,California Earthquake Authority,65,65,100.00%,63,96.90%,96.90%,2,3.10%,3.10%,65,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.50%
2023-01,8560,California Exposition and State Fair,92,0,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,92,100.00%,0.00%
2023-01,855,California Gambling Control Commission,43,43,100.00%,43,100.00%,100.00%,0,0.00%,0.00%,43,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.60%
2023-01,4800,California Health Benefit Exchange,1325,1325,100.00%,1272,96.00%,96.00%,34,2.60%,2.60%,1306,98.60%,98.60%,19,1.40%,1.40%,19,1.40%,94.60%
2023-01,2720,California Highway Patrol,9775,1435,14.70%,125,1.30%,8.70%,168,1.70%,11.70%,293,3.00%,20.40%,1142,11.70%,79.60%,9482,97.00%,11.70%
2023-01,1750,California Horse Racing Board,49,26,53.10%,20,40.80%,76.90%,5,10.20%,19.20%,25,51.00%,96.20%,1,2.00%,3.80%,24,49.00%,70.60%
2023-01,1703,California Privacy Protection Agency,20,20,100.00%,20,100.00%,100.00%,0,0.00%,0.00%,20,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-01,6240,California School for the Deaf - Fremont,326,4,1.20%,4,1.20%,100.00%,0,0.00%,0.00%,4,1.20%,100.00%,0,0.00%,0.00%,322,98.80%,100.00%
2023-01,6250,California School for the Deaf - Riverside,317,17,5.40%,4,1.30%,23.50%,8,2.50%,47.10%,12,3.80%,70.60%,5,1.60%,29.40%,305,96.20%,32.00%
2023-01,A314,California Science Center,100,33,33.00%,3,3.00%,9.10%,25,25.00%,75.80%,28,28.00%,84.80%,5,5.00%,15.20%,72,72.00%,37.60%
2023-01,6120,California State Library,160,151,94.40%,98,61.30%,64.90%,50,31.30%,33.10%,148,92.50%,98.00%,3,1.90%,2.00%,12,7.50%,68.60%
2023-01,3125,California Tahoe Conservancy,46,46,100.00%,30,65.20%,65.20%,10,21.70%,21.70%,40,87.00%,87.00%,6,13.00%,13.00%,6,13.00%,65.30%
2023-01,2700,California Traffic Safety Program,31,31,100.00%,30,96.80%,96.80%,1,3.20%,3.20%,31,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2023-01,2600,California Transportation Commission,37,37,100.00%,34,91.90%,91.90%,3,8.10%,8.10%,37,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,82.70%
2023-01,7870,California Victim Compensation Board,233,227,97.40%,214,91.80%,94.30%,12,5.20%,5.30%,226,97.00%,99.60%,1,0.40%,0.40%,7,3.00%,77.30%
2023-01,7120,California Workforce Development Board,71,71,100.00%,71,100.00%,100.00%,0,0.00%,0.00%,71,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-01,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,1,12.50%,12.50%,7,87.50%,87.50%,1,12.50%,12.50%,1,12.50%,77.50%
2023-01,3862,Central Valley Flood Protection Board,64,55,85.90%,49,76.60%,89.10%,6,9.40%,10.90%,55,85.90%,100.00%,0,0.00%,0.00%,9,14.10%,75.10%
2023-01,911,Citizens Redistricting Commission,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,83.30%
2023-01,3850,Coachella Valley Mountains Conservancy,4,4,100.00%,1,25.00%,25.00%,3,75.00%,75.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,35.90%
2023-01,8120,Commission on Peace Officer Standards and Training,154,154,100.00%,16,10.40%,10.40%,135,87.70%,87.70%,151,98.10%,98.10%,3,1.90%,1.90%,3,1.90%,45.40%
2023-01,6360,Commission on Teacher Credentialing,185,183,98.90%,137,74.10%,74.90%,26,14.10%,14.20%,163,88.10%,89.10%,20,10.80%,10.90%,22,11.90%,64.30%
2023-01,A424,Cradle-to-Career,9,9,100.00%,9,100.00%,100.00%,0,0.00%,0.00%,9,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,77.80%
2023-01,3840,Delta Protection Commission,7,7,100.00%,5,71.40%,71.40%,1,14.30%,14.30%,6,85.70%,85.70%,1,14.30%,14.30%,1,14.30%,61.40%
2023-01,3885,Delta Stewardship Council,62,62,100.00%,61,98.40%,98.40%,1,1.60%,1.60%,62,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.50%
2023-01,4170,Department of Aging,245,244,99.60%,238,97.10%,97.50%,5,2.00%,2.00%,243,99.20%,99.60%,1,0.40%,0.40%,2,0.80%,94.80%
2023-01,2100,Department of Alcoholic Beverage Control,494,476,96.40%,188,38.10%,39.50%,177,35.80%,37.20%,365,73.90%,76.70%,111,22.50%,23.30%,129,26.10%,40.20%
2023-01,1115,Department of Cannabis Control,491,393,80.00%,311,63.30%,79.10%,81,16.50%,20.60%,392,79.80%,99.70%,1,0.20%,0.30%,99,20.20%,78.20%
2023-01,5175,Department of Child Support Services,586,586,100.00%,562,95.90%,95.90%,24,4.10%,4.10%,586,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.90%
2023-01,4700,Department of Community Services and Development,120,119,99.20%,119,99.20%,100.00%,0,0.00%,0.00%,119,99.20%,100.00%,0,0.00%,0.00%,1,0.80%,99.70%
2023-01,3480,Department of Conservation,642,642,100.00%,546,85.00%,85.00%,63,9.80%,9.80%,609,94.90%,94.90%,33,5.10%,5.10%,33,5.10%,81.10%
2023-01,1111,Department of Consumer Affairs,2999,2537,84.60%,1613,53.80%,63.60%,709,23.60%,27.90%,2322,77.40%,91.50%,215,7.20%,8.50%,677,22.60%,60.40%
2023-01,5225,Department of Corrections and Rehabilitation,39234,5499,14.00%,3135,8.00%,57.00%,1315,3.40%,23.90%,4450,11.30%,80.90%,1049,2.70%,19.10%,34784,88.70%,58.10%
2023-01,4300,Department of Developmental Services,2187,606,27.70%,569,26.00%,93.90%,31,1.40%,5.10%,600,27.40%,99.00%,6,0.30%,1.00%,1587,72.60%,90.20%
2023-01,6100,Department of Education,1330,1293,97.20%,1090,82.00%,84.30%,35,2.60%,2.70%,1125,84.60%,87.00%,168,12.60%,13.00%,205,15.40%,81.30%
2023-01,8860,Department of Finance,389,387,99.50%,365,93.80%,94.30%,15,3.90%,3.90%,380,97.70%,98.20%,7,1.80%,1.80%,9,2.30%,62.50%
2023-01,1701,Department of Financial Protection and Innovation,720,697,96.80%,630,87.50%,90.40%,66,9.20%,9.50%,696,96.70%,99.90%,1,0.10%,0.10%,24,3.30%,91.50%
2023-01,3600,Department of Fish and Wildlife,3113,1968,63.20%,1356,43.60%,68.90%,335,10.80%,17.00%,1691,54.30%,85.90%,277,8.90%,14.10%,1422,45.70%,61.20%
2023-01,8570,Department of Food and Agriculture,740,564,76.20%,388,52.40%,68.80%,80,10.80%,14.20%,468,63.20%,83.00%,96,13.00%,17.00%,272,36.80%,63.30%
2023-01,3540,Department of Forestry and Fire Protection,7642,654,8.60%,485,6.30%,74.20%,165,2.20%,25.20%,650,8.50%,99.40%,4,0.10%,0.60%,6992,91.50%,69.80%
2023-01,7760,Department of General Services,3611,2024,56.10%,1342,37.20%,66.30%,347,9.60%,17.10%,1689,46.80%,83.40%,335,9.30%,16.60%,1922,53.20%,65.00%
2023-01,4140,Department of Health Care Access and Information,501,494,98.60%,307,61.30%,62.10%,120,24.00%,24.30%,427,85.20%,86.40%,67,13.40%,13.60%,74,14.80%,65.70%
2023-01,2240,Department of Housing and Community Development,1104,1091,98.80%,885,80.20%,81.10%,109,9.90%,10.00%,994,90.00%,91.10%,97,8.80%,8.90%,110,10.00%,80.20%
2023-01,7501,Department of Human Resources,275,275,100.00%,256,93.10%,93.10%,12,4.40%,4.40%,268,97.50%,97.50%,7,2.50%,2.50%,7,2.50%,82.40%
2023-01,845,Department of Insurance,1220,1013,83.00%,809,66.30%,79.90%,198,16.20%,19.50%,1007,82.50%,99.40%,6,0.50%,0.60%,213,17.50%,78.90%
2023-01,820,Department of Justice,4469,4238,94.80%,3180,71.20%,75.00%,701,15.70%,16.50%,3881,86.80%,91.60%,357,8.00%,8.40%,588,13.20%,70.70%
2023-01,4150,Department of Managed Health Care,622,618,99.40%,618,99.40%,100.00%,0,0.00%,0.00%,618,99.40%,100.00%,0,0.00%,0.00%,4,0.60%,99.80%
2023-01,2740,Department of Motor Vehicles,9762,1711,17.50%,950,9.70%,55.50%,286,2.90%,16.70%,1236,12.70%,72.20%,475,4.90%,27.80%,8526,87.30%,51.60%
2023-01,3790,Department of Parks and Recreation,2800,1450,51.80%,743,26.50%,51.20%,148,5.30%,10.20%,891,31.80%,61.40%,559,20.00%,38.60%,1909,68.20%,40.90%
2023-01,3930,Department of Pesticide Regulation,411,411,100.00%,377,91.70%,91.70%,34,8.30%,8.30%,411,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,82.30%
2023-01,4265,Department of Public Health,3938,3938,100.00%,2784,70.70%,70.70%,28,0.70%,0.70%,2812,71.40%,71.40%,1126,28.60%,28.60%,1126,28.60%,63.30%
2023-01,2320,Department of Real Estate,314,313,99.70%,269,85.70%,85.90%,41,13.10%,13.10%,310,98.70%,99.00%,3,1.00%,1.00%,4,1.30%,65.90%
2023-01,5160,Department of Rehabilitation,1732,1634,94.30%,1008,58.20%,61.70%,481,27.80%,29.40%,1489,86.00%,91.10%,145,8.40%,8.90%,243,14.00%,56.00%
2023-01,3970,Department of Resources Recycling and Recovery,550,550,100.00%,514,93.50%,93.50%,36,6.50%,6.50%,550,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.20%
2023-01,5180,Department of Social Services,4852,4501,92.80%,2730,56.30%,60.70%,1762,36.30%,39.10%,4492,92.60%,99.80%,9,0.20%,0.20%,360,7.40%,68.30%
2023-01,4440,Department of State Hospitals,11143,1301,11.70%,733,6.60%,56.30%,525,4.70%,40.40%,1258,11.30%,96.70%,43,0.40%,3.30%,9885,88.70%,59.10%
2023-01,3960,Department of Toxic Substances Control,1208,1208,100.00%,957,79.20%,79.20%,171,14.20%,14.20%,1128,93.40%,93.40%,80,6.60%,6.60%,80,6.60%,78.00%
2023-01,2660,Department of Transportation,22386,13680,61.10%,11994,53.60%,87.70%,1584,7.10%,11.60%,13578,60.70%,99.30%,102,0.50%,0.70%,8808,39.30%,68.80%
2023-01,8955,Department of Veterans Affairs,3064,466,15.20%,346,11.30%,74.20%,83,2.70%,17.80%,429,14.00%,92.10%,37,1.20%,7.90%,2635,86.00%,66.00%
2023-01,3860,Department of Water Resources,3536,2338,66.10%,1598,45.20%,68.30%,740,20.90%,31.70%,2338,66.10%,100.00%,0,0.00%,0.00%,1198,33.90%,57.60%
2023-01,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2023-01,7100,Employment Development Department,8355,7429,88.90%,6711,80.30%,90.30%,665,8.00%,9.00%,7376,88.30%,99.30%,53,0.60%,0.70%,979,11.70%,87.10%
2023-01,A281,Employment Training Panel,75,74,98.70%,53,70.70%,71.60%,21,28.00%,28.40%,74,98.70%,100.00%,0,0.00%,0.00%,1,1.30%,65.40%
2023-01,3360,Energy Resources Conservation and Development Commission,704,694,98.60%,679,96.40%,97.80%,14,2.00%,2.00%,693,98.40%,99.90%,1,0.10%,0.10%,11,1.60%,96.60%
2023-01,3100,Exposition Park,26,9,34.60%,8,30.80%,88.90%,0,0.00%,0.00%,8,30.80%,88.90%,1,3.80%,11.10%,18,69.20%,55.20%
2023-01,8620,Fair Political Practices Commission,92,91,98.90%,88,95.70%,96.70%,2,2.20%,2.20%,90,97.80%,98.90%,1,1.10%,1.10%,2,2.20%,90.50%
2023-01,8880,Financial Information System for California,303,303,100.00%,302,99.70%,99.70%,1,0.30%,0.30%,303,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.50%
2023-01,7730,Franchise Tax Board,6001,5200,86.70%,4268,71.10%,82.10%,505,8.40%,9.70%,4773,79.50%,91.80%,427,7.10%,8.20%,1228,20.50%,54.20%
2023-01,500,Governor's Office,133,133,100.00%,68,51.10%,51.10%,40,30.10%,30.10%,108,81.20%,81.20%,25,18.80%,18.80%,25,18.80%,46.70%
2023-01,509,Governor's Office of Business and Economic Development (GO-Biz),157,145,92.40%,134,85.40%,92.40%,11,7.00%,7.60%,145,92.40%,100.00%,0,0.00%,0.00%,12,7.60%,87.50%
2023-01,690,Governor's Office of Emergency Services,1438,1237,86.00%,744,51.70%,60.10%,211,14.70%,17.10%,955,66.40%,77.20%,282,19.60%,22.80%,483,33.60%,50.30%
2023-01,2665,High-Speed Rail Authority,362,348,96.10%,289,79.80%,83.00%,52,14.40%,14.90%,341,94.20%,98.00%,7,1.90%,2.00%,21,5.80%,78.80%
2023-01,8830,"Law Revision Commission, California",8,8,100.00%,8,100.00%,100.00%,0,0.00%,0.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-01,4560,Mental Health Services Oversight and Accountability Commission,50,50,100.00%,33,66.00%,66.00%,10,20.00%,20.00%,43,86.00%,86.00%,7,14.00%,14.00%,7,14.00%,61.50%
2023-01,8940,Military Department,319,101,31.70%,67,21.00%,66.30%,33,10.30%,32.70%,100,31.30%,99.00%,1,0.30%,1.00%,219,68.70%,55.00%
2023-01,8780,"Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",5,5,100.00%,5,100.00%,100.00%,0,0.00%,0.00%,5,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.00%
2023-01,3780,Native American Heritage Commission,8,8,100.00%,5,62.50%,62.50%,3,37.50%,37.50%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,52.50%
2023-01,7910,Office of Administrative Law,23,23,100.00%,15,65.20%,65.20%,8,34.80%,34.80%,23,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,58.70%
2023-01,7504,Office of Data and Innovation,39,39,100.00%,39,100.00%,100.00%,0,0.00%,0.00%,39,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.90%
2023-01,3355,Office of Energy Infrastructure Safety,75,65,86.70%,64,85.30%,98.50%,0,0.00%,0.00%,64,85.30%,98.50%,1,1.30%,1.50%,11,14.70%,98.50%
2023-01,3980,Office of Environmental Health Hazard Assessment,135,135,100.00%,135,100.00%,100.00%,0,0.00%,0.00%,135,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,96.70%
2023-01,650,Office of Planning and Research,196,196,100.00%,184,93.90%,93.90%,10,5.10%,5.10%,194,99.00%,99.00%,2,1.00%,1.00%,2,1.00%,87.90%
2023-01,531,Office of Systems Integration,371,371,100.00%,362,97.60%,97.60%,3,0.80%,0.80%,365,98.40%,98.40%,6,1.60%,1.60%,6,1.60%,96.90%
2023-01,552,Office of the Inspector General,141,141,100.00%,131,92.90%,92.90%,2,1.40%,1.40%,133,94.30%,94.30%,8,5.70%,5.70%,8,5.70%,90.00%
2023-01,5420,Prison Industry Authority,1002,214,21.40%,147,14.70%,68.70%,48,4.80%,22.40%,195,19.50%,91.10%,19,1.90%,8.90%,807,80.50%,56.60%
2023-01,7900,Public Employees' Retirement System,2308,2308,100.00%,293,12.70%,12.70%,1931,83.70%,83.70%,2224,96.40%,96.40%,84,3.60%,3.60%,84,3.60%,45.30%
2023-01,7320,Public Employment Relations Board,74,63,85.10%,54,73.00%,85.70%,7,9.50%,11.10%,61,82.40%,96.80%,2,2.70%,3.20%,13,17.60%,68.70%
2023-01,8660,Public Utilities Commission,1414,1315,93.00%,1265,89.50%,96.20%,48,3.40%,3.70%,1313,92.90%,99.80%,2,0.10%,0.20%,101,7.10%,94.80%
2023-01,3875,Sacramento-San Joaquin Delta Conservancy,16,16,100.00%,16,100.00%,100.00%,0,0.00%,0.00%,16,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.40%
2023-01,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2023-01,3820,San Francisco Bay Conservation and Development Commission,46,46,100.00%,45,97.80%,97.80%,1,2.20%,2.20%,46,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2023-01,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,9,9,100.00%,9,100.00%,100.00%,0,0.00%,0.00%,9,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2023-01,3830,San Joaquin River Conservancy,4,4,100.00%,4,100.00%,100.00%,0,0.00%,0.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.00%
2023-01,3810,Santa Monica Mountains Conservancy,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-01,515,"Secretary for Business, Consumer Services, and Housing Agency",61,61,100.00%,52,85.20%,85.20%,8,13.10%,13.10%,60,98.40%,98.40%,1,1.60%,1.60%,1,1.60%,83.90%
2023-01,530,Secretary for California Health and Human Services Agency,73,73,100.00%,63,86.30%,86.30%,10,13.70%,13.70%,73,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,86.10%
2023-01,555,Secretary for Environmental Protection,92,92,100.00%,51,55.40%,55.40%,3,3.30%,3.30%,54,58.70%,58.70%,38,41.30%,41.30%,38,41.30%,53.50%
2023-01,511,Secretary for Government Operations Agency,23,23,100.00%,21,91.30%,91.30%,2,8.70%,8.70%,23,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,68.70%
2023-01,559,Secretary for Labor and Workforce Development Agency,32,32,100.00%,14,43.80%,43.80%,13,40.60%,40.60%,27,84.40%,84.40%,5,15.60%,15.60%,5,15.60%,48.70%
