Report Month,Department,0 Days,1 Day,2 Days,3 Days,4 Days,5 Days,Total
2022-11,3340 - California Conservation Corps,0,19,27,24,31,42,143
2022-11,3355 - Office of Energy Infrastructure Safety,1,0,0,0,0,61,62
2022-11,3360 - Energy Resources Conservation and Development Commission,1,5,13,23,48,597,687
2022-11,3480 - Department of Conservation,32,12,57,89,53,399,642
2022-11,3540 - Department of Forestry and Fire Protection,6,57,135,148,121,171,638
2022-11,3560 - State Lands Commission,4,5,16,15,27,93,160
2022-11,3600 - Department of Fish and Wildlife,260,95,268,298,924,120,1965
2022-11,3640 - Wildlife Conservation Board,9,0,0,2,2,19,32
2022-11,3720 - California Coastal Commission,2,6,10,41,67,48,174
2022-11,3760 - State Coastal Conservancy,0,0,2,2,16,43,63
2022-11,3780 - Native American Heritage Commission,0,0,1,0,0,7,8
2022-11,3790 - Department of Parks and Recreation,362,34,124,145,164,221,1050
2022-11,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,6,6
2022-11,3820 - San Francisco Bay Conservation and Development Commission,0,0,1,0,46,0,47
2022-11,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1,0,0,1,8,0,10
2022-11,3830 - San Joaquin River Conservancy,0,0,0,0,1,2,3
2022-11,3835 - Baldwin Hills Conservancy,0,0,0,1,1,1,3
2022-11,3840 - Delta Protection Commission,1,0,0,2,0,3,6
2022-11,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2022-11,3850 - Coachella Valley Mountains Conservancy,0,2,1,1,0,0,4
2022-11,3855 - Sierra Nevada Conservancy,0,0,7,8,9,22,46
2022-11,3860 - Department of Water Resources,31,120,678,994,407,189,2419
2022-11,3862 - Central Valley Flood Protection Board,0,6,1,7,15,20,49
2022-11,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,2,9,3,14
2022-11,3885 - Delta Stewardship Council,0,1,1,6,10,46,64
2022-11,3930 - Department of Pesticide Regulation,0,4,30,88,100,194,416
2022-11,3940 - State Water Resources Control Board,82,46,311,274,611,1024,2348
2022-11,3960 - Department of Toxic Substances Control,2,2,14,2,4,18,42
2022-11,3970 - Department of Resources Recycling and Recovery,1,13,25,49,105,432,625
2022-11,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,20,109,135
2022-11,4100 - State Council on Developmental Disabilities,3,7,5,16,5,30,66
2022-11,4140 - Department of Health Care Access and Information,65,24,111,21,55,197,473
2022-11,4150 - Department of Managed Health Care,0,0,0,10,5,609,624
2022-11,4170 - Department of Aging,1,0,9,17,29,189,245
2022-11,4250 - California Children and Families Commission,0,0,1,35,0,1,37
2022-11,4260 - State Department of Health Care Services,493,37,137,302,1067,1992,4028
2022-11,4265 - Department of Public Health,1126,24,83,112,137,2456,3938
2022-11,4300 - Department of Developmental Services,19,10,36,46,97,394,602
2022-11,4440 - Department of State Hospitals,2,334,180,120,240,382,1258
2022-11,4560 - Mental Health Services Oversight and Accountability Commission,7,3,8,10,15,7,50
2022-11,4700 - Department of Community Services and Development,2,0,2,4,3,111,122
2022-11,4800 - California Health Benefit Exchange,30,9,31,54,61,1146,1331
2022-11,5160 - Department of Rehabilitation,164,134,391,490,231,239,1649
2022-11,5170 - State Independent Living Council,0,0,0,0,0,2,2
2022-11,5175 - Department of Child Support Services,1,13,12,10,87,458,581
2022-11,5180 - Department of Social Services,6,406,1403,374,587,1714,4490
2022-11,5225 - Department of Corrections and Rehabilitation,1247,504,855,746,442,2076,5870
2022-11,5227 - Board of State and Community Corrections,11,2,1,6,87,9,116
2022-11,5420 - Prison Industry Authority,3,2,48,90,46,12,201
2022-11,6120 - California State Library,3,21,27,16,24,57,148
2022-11,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2022-11,6240 - California School for the Deaf - Fremont,0,0,0,0,0,4,4
2022-11,6250 - California School for the Deaf - Riverside,6,3,5,2,2,0,18
2022-11,6360 - Commission on Teacher Credentialing,25,5,15,30,83,24,182
2022-11,6870 - Board of Governors of the California Community Colleges,0,0,1,5,2,168,176
2022-11,"6980 - Student Aid Commission, California",5,1,1,10,21,90,128
2022-11,7100 - Employment Development Department,51,239,424,780,694,5254,7442
2022-11,7120 - California Workforce Development Board,0,0,0,0,0,69,69
2022-11,7300 - Agricultural Labor Relations Board,9,0,6,36,6,8,65
2022-11,7320 - Public Employment Relations Board,2,3,5,19,26,8,63
2022-11,7501 - Department of Human Resources,6,3,10,63,48,138,268
2022-11,7502 - California Department of Technology,68,6,7,31,46,775,933
2022-11,7503 - State Personnel Board,1,0,0,2,8,59,70
2022-11,7504 - Office of Data and Innovation,0,0,0,0,0,35,35
2022-11,7600 - California Department of Tax and Fee Administration,17,18,103,364,627,2468,3597
2022-11,7730 - Franchise Tax Board,401,142,949,3288,250,190,5220
2022-11,7760 - Department of General Services,375,57,297,202,201,815,1947
2022-11,7870 - California Victim Compensation Board,1,0,12,15,198,0,226
2022-11,7910 - Office of Administrative Law,0,2,6,6,7,2,23
2022-11,7920 - State Teachers' Retirement System,0,9,224,966,34,3,1236
2022-11,8120 - Commission on Peace Officer Standards and Training,4,1,139,0,0,2,146
2022-11,8140 - State Public Defender,11,1,12,12,4,46,86
2022-11,8570 - Department of Food and Agriculture,100,30,54,97,124,162,567
2022-11,8620 - Fair Political Practices Commission,1,0,2,10,16,62,91
2022-11,8660 - Public Utilities Commission,25,7,25,45,73,1133,1308
2022-11,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,1,0,5,6
2022-11,8825 - Commission on Asian and Pacific Islander American Affairs,0,0,0,0,0,3,3
2022-11,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2022-11,8860 - Department of Finance,7,5,28,281,29,39,389
2022-11,8880 - Financial Information System for California,0,1,3,7,9,273,293
2022-11,"8885 - States Mandates, Commission on",0,0,3,0,3,6,12
2022-11,8955 - Department of Veterans Affairs,34,19,65,127,91,126,462
2022-11,A059 - California Correctional Health Care Services,2,309,479,547,333,967,2637
2022-11,A279 - Unemployment Insurance Appeals Board,156,18,29,33,76,76,388
2022-11,A281 - Employment Training Panel,0,8,7,15,13,27,70
2022-11,A314 - California Science Center,2,3,25,0,0,2,32
2022-11,A341 - California Earthquake Authority,1,0,2,2,4,59,68
2022-11,A424 - Cradle-to-Career,0,0,0,6,0,4,10
2022-11,A541 - Board of Forestry and Fire Protection,0,0,1,3,3,3,10
2022-12,0500 - Governor's Office,26,11,33,38,17,18,143
2022-12,0509 - Governor's Office of Business and Economic Development (GO-Biz),0,6,5,19,12,102,144
2022-12,0511 - Secretary for Government Operations Agency,0,0,1,9,12,6,28
2022-12,"0515 - Secretary for Business, Consumer Services, and Housing Agency",1,2,6,5,9,38,61
2022-12,0521 - Secretary for Transportation Agency,0,0,2,15,0,0,17
2022-12,0530 - Secretary for California Health and Human Services Agency,0,2,9,6,9,46,72
2022-12,0531 - Office of Systems Integration,6,2,1,9,15,338,371
2022-12,0540 - Secretary of the Natural Resources Agency,1,2,1,10,0,77,91
2022-12,0552 - Office of the Inspector General,9,4,4,6,7,109,139
2022-12,0555 - Secretary for Environmental Protection,23,2,2,3,6,40,76
2022-12,0559 - Secretary for Labor and Workforce Development Agency,4,2,8,8,3,3,28
2022-12,0690 - Governor's Office of Emergency Services,379,200,213,218,251,13,1274
2022-12,0820 - Department of Justice,358,310,566,674,602,1719,4229
2022-12,0840 - State Controller,60,39,70,122,152,724,1167
2022-12,0845 - Department of Insurance,7,173,35,61,175,575,1026
2022-12,0855 - California Gambling Control Commission,0,0,0,8,7,25,40
2022-12,0860 - State Board of Equalization,1,1,15,112,2,24,155
2022-12,0890 - Secretary of State,17,18,36,361,40,91,563
2022-12,0911 - Citizens Redistricting Commission,0,0,0,2,1,4,7
2022-12,1045 - Cannabis Control Appeals Panel,1,0,1,0,1,5,8
2022-12,1111 - Department of Consumer Affairs,261,302,436,453,516,582,2550
2022-12,1115 - Department of Cannabis Control,0,68,22,41,39,218,388
2022-12,1700 - California Civil Rights Department,5,1,3,19,36,202,266
2022-12,1701 - Department of Financial Protection and Innovation,0,6,61,19,59,555,700
2022-12,1703 - California Privacy Protection Agency,0,0,0,1,0,19,20
2022-12,1750 - California Horse Racing Board,1,4,0,9,2,10,26
2022-12,2100 - Department of Alcoholic Beverage Control,135,112,94,57,26,47,471
2022-12,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2022-12,2240 - Department of Housing and Community Development,84,16,95,95,91,672,1053
2022-12,2320 - Department of Real Estate,3,16,27,127,119,21,313
2022-12,2600 - California Transportation Commission,0,1,2,10,2,22,37
2022-12,2660 - Department of Transportation,105,374,1314,6033,2941,2913,13680
2022-12,2665 - High-Speed Rail Authority,7,28,26,38,60,188,347
2022-12,2700 - California Traffic Safety Program,0,0,1,2,26,2,31
2022-12,2720 - California Highway Patrol,1047,0,262,0,135,0,1444
2022-12,2740 - Department of Motor Vehicles,522,58,225,351,109,463,1728
2022-12,3100 - Exposition Park,0,0,7,0,0,0,7
2022-12,3105 - California African-American Museum,0,16,0,0,0,0,16
2022-12,3125 - California Tahoe Conservancy,6,1,11,6,4,18,46
2022-12,3340 - California Conservation Corps,0,16,25,28,31,41,141
2022-12,3355 - Office of Energy Infrastructure Safety,0,0,0,0,0,65,65
2022-12,3360 - Energy Resources Conservation and Development Commission,1,5,12,22,48,596,684
2022-12,3480 - Department of Conservation,32,11,58,91,54,401,647
2022-12,3540 - Department of Forestry and Fire Protection,5,38,116,115,114,165,553
2022-12,3560 - State Lands Commission,6,6,17,15,27,91,162
2022-12,3600 - Department of Fish and Wildlife,282,99,266,292,914,111,1964
2022-12,3640 - Wildlife Conservation Board,9,0,0,2,2,20,33
2022-12,3720 - California Coastal Commission,2,6,10,41,68,48,175
2022-12,3760 - State Coastal Conservancy,0,0,2,2,18,43,65
2022-12,3780 - Native American Heritage Commission,0,0,1,0,0,7,8
2022-12,3790 - Department of Parks and Recreation,552,32,130,156,179,213,1262
2022-12,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,6,6
2022-12,3820 - San Francisco Bay Conservation and Development Commission,0,0,1,1,45,0,47
2022-12,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1,0,1,1,7,0,10
2022-12,3830 - San Joaquin River Conservancy,0,0,0,0,1,2,3
2022-12,3835 - Baldwin Hills Conservancy,0,0,0,1,1,1,3
2022-12,3840 - Delta Protection Commission,1,1,0,2,0,3,7
2022-12,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2022-12,3850 - Coachella Valley Mountains Conservancy,0,2,1,1,0,0,4
2022-12,3855 - Sierra Nevada Conservancy,0,0,7,11,8,21,47
2022-12,3860 - Department of Water Resources,5,129,646,984,407,188,2359
2022-12,3862 - Central Valley Flood Protection Board,0,5,1,2,13,13,34
2022-12,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,0,4,11,15
2022-12,3885 - Delta Stewardship Council,0,1,1,6,10,45,63
2022-12,3930 - Department of Pesticide Regulation,1,7,32,84,95,194,413
2022-12,3940 - State Water Resources Control Board,149,47,312,270,598,1023,2399
2022-12,3960 - Department of Toxic Substances Control,81,34,127,98,145,701,1186
2022-12,3970 - Department of Resources Recycling and Recovery,0,8,18,41,89,393,549
2022-12,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,20,109,135
2022-12,4100 - State Council on Developmental Disabilities,3,7,5,16,5,30,66
2022-12,4140 - Department of Health Care Access and Information,65,24,113,23,55,209,489
2022-12,4150 - Department of Managed Health Care,0,0,0,10,5,609,624
2022-12,4170 - Department of Aging,1,0,8,16,23,192,240
2022-12,4250 - California Children and Families Commission,0,0,1,37,0,1,39
2022-12,4260 - State Department of Health Care Services,426,35,136,305,1094,2025,4021
2022-12,4265 - Department of Public Health,1126,24,83,112,137,2456,3938
2022-12,4300 - Department of Developmental Services,18,10,39,41,99,395,602
2022-12,4440 - Department of State Hospitals,2,358,158,137,222,376,1253
2022-12,4560 - Mental Health Services Oversight and Accountability Commission,7,3,8,10,15,7,50
2022-12,4700 - Department of Community Services and Development,1,0,3,4,3,111,122
2022-12,4800 - California Health Benefit Exchange,21,8,32,52,60,1149,1322
2022-12,5160 - Department of Rehabilitation,158,130,392,480,228,234,1622
2022-12,5170 - State Independent Living Council,0,0,0,0,0,2,2
2022-12,5175 - Department of Child Support Services,0,13,12,10,90,459,584
2022-12,5180 - Department of Social Services,4,396,1392,404,545,1704,4445
2022-12,5225 - Department of Corrections and Rehabilitation,1247,523,881,759,448,2106,5964
2022-12,5227 - Board of State and Community Corrections,11,2,0,6,87,8,114
2022-12,5420 - Prison Industry Authority,38,2,49,91,43,11,234
2022-12,6100 - Department of Education,164,16,19,87,94,901,1281
2022-12,6120 - California State Library,3,22,27,16,23,57,148
2022-12,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2022-12,6240 - California School for the Deaf - Fremont,0,0,0,0,0,4,4
2022-12,6250 - California School for the Deaf - Riverside,6,3,5,2,2,0,18
2022-12,6360 - Commission on Teacher Credentialing,19,8,15,29,83,25,179
2022-12,6870 - Board of Governors of the California Community Colleges,0,0,1,6,2,167,176
2022-12,"6980 - Student Aid Commission, California",5,1,1,10,21,90,128
2022-12,7100 - Employment Development Department,52,249,429,788,698,5240,7456
2022-12,7120 - California Workforce Development Board,0,0,0,0,0,76,76
2022-12,7300 - Agricultural Labor Relations Board,9,0,6,36,6,8,65
2022-12,7320 - Public Employment Relations Board,2,3,5,19,26,8,63
2022-12,7501 - Department of Human Resources,7,3,10,64,50,144,278
2022-12,7502 - California Department of Technology,84,6,7,32,47,794,970
2022-12,7503 - State Personnel Board,1,1,1,2,13,53,71
2022-12,7504 - Office of Data and Innovation,0,0,0,2,0,35,37
2022-12,7600 - California Department of Tax and Fee Administration,15,16,101,364,630,2454,3580
2022-12,7730 - Franchise Tax Board,391,139,927,3284,242,190,5173
2022-12,7760 - Department of General Services,363,56,292,209,208,834,1962
2022-12,7870 - California Victim Compensation Board,1,0,12,15,197,0,225
2022-12,7900 - Public Employees' Retirement System,84,112,1826,14,9,268,2313
2022-12,7910 - Office of Administrative Law,0,2,6,6,7,2,23
2022-12,7920 - State Teachers' Retirement System,0,9,223,983,34,3,1252
2022-12,8120 - Commission on Peace Officer Standards and Training,4,1,142,0,0,2,149
2022-12,8140 - State Public Defender,11,0,11,12,4,46,84
2022-12,8570 - Department of Food and Agriculture,104,37,69,102,139,169,620
2022-12,8620 - Fair Political Practices Commission,1,0,2,10,16,62,91
2022-12,8660 - Public Utilities Commission,25,6,24,44,75,1160,1334
2022-12,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,1,0,5,6
2022-12,8825 - Commission on Asian and Pacific Islander American Affairs,0,0,0,0,0,3,3
2022-12,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2022-12,8860 - Department of Finance,7,6,28,279,29,40,389
2022-12,8880 - Financial Information System for California,1,2,4,6,12,276,301
2022-12,"8885 - States Mandates, Commission on",0,0,3,0,4,5,12
2022-12,8940 - Military Department,5,4,27,44,12,4,96
2022-12,8955 - Department of Veterans Affairs,38,18,65,128,92,125,466
2022-12,A059 - California Correctional Health Care Services,22,354,473,537,329,958,2673
2022-12,A279 - Unemployment Insurance Appeals Board,160,18,28,33,73,76,388
2022-12,A281 - Employment Training Panel,0,8,7,15,13,27,70
2022-12,A314 - California Science Center,2,3,25,0,0,2,32
2022-12,A341 - California Earthquake Authority,1,0,2,2,4,59,68
2022-12,A424 - Cradle-to-Career,0,0,0,6,0,4,10
2022-12,A541 - Board of Forestry and Fire Protection,0,0,0,2,3,2,7
2023-01,0500 - Governor's Office,25,10,31,41,13,13,133
2023-01,0509 - Governor's Office of Business and Economic Development (GO-Biz),0,6,5,19,12,103,145
2023-01,0511 - Secretary for Government Operations Agency,0,0,2,9,12,0,23
2023-01,"0515 - Secretary for Business, Consumer Services, and Housing Agency",1,2,6,5,8,39,61
2023-01,0521 - Secretary for Transportation Agency,0,0,2,15,0,0,17
2023-01,0530 - Secretary for California Health and Human Services Agency,0,2,10,6,9,46,73
2023-01,0531 - Office of Systems Integration,6,2,1,10,15,337,371
2023-01,0540 - Secretary of the Natural Resources Agency,1,2,2,10,0,74,89
2023-01,0552 - Office of the Inspector General,9,5,2,7,7,111,141
2023-01,0555 - Secretary for Environmental Protection,38,2,2,3,6,41,92
2023-01,0559 - Secretary for Labor and Workforce Development Agency,5,2,11,7,3,4,32
2023-01,0650 - Office of Planning and Research,2,0,11,22,38,123,196
2023-01,0690 - Governor's Office of Emergency Services,358,188,212,197,259,23,1237
2023-01,0820 - Department of Justice,357,288,586,680,616,1711,4238
2023-01,0840 - State Controller,60,39,70,122,152,724,1167
2023-01,0845 - Department of Insurance,6,170,35,61,215,526,1013
2023-01,0855 - California Gambling Control Commission,0,0,0,8,8,27,43
2023-01,0860 - State Board of Equalization,0,1,15,114,4,20,154
2023-01,0911 - Citizens Redistricting Commission,0,0,0,2,1,3,6
2023-01,1045 - Cannabis Control Appeals Panel,1,0,1,0,1,5,8
2023-01,1111 - Department of Consumer Affairs,223,315,442,455,516,586,2537
2023-01,1115 - Department of Cannabis Control,1,64,20,46,44,218,393
2023-01,1700 - California Civil Rights Department,4,1,3,19,35,205,267
2023-01,1701 - Department of Financial Protection and Innovation,1,6,62,16,61,551,697
2023-01,1703 - California Privacy Protection Agency,0,0,0,1,0,19,20
2023-01,1750 - California Horse Racing Board,1,5,0,7,2,11,26
2023-01,2100 - Department of Alcoholic Beverage Control,114,135,90,59,29,49,476
2023-01,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2023-01,2240 - Department of Housing and Community Development,97,17,95,97,93,692,1091
2023-01,2320 - Department of Real Estate,3,16,27,127,119,21,313
2023-01,2600 - California Transportation Commission,0,1,2,10,2,22,37
2023-01,2660 - Department of Transportation,105,374,1314,6033,2941,2913,13680
2023-01,2665 - High-Speed Rail Authority,7,28,26,39,66,182,348
2023-01,2700 - California Traffic Safety Program,0,0,1,2,26,2,31
2023-01,2720 - California Highway Patrol,1142,0,168,0,125,0,1435
2023-01,2740 - Department of Motor Vehicles,475,61,226,369,109,471,1711
2023-01,3100 - Exposition Park,1,0,8,0,0,0,9
2023-01,3105 - California African-American Museum,0,16,0,0,0,0,16
2023-01,3125 - California Tahoe Conservancy,6,1,11,6,4,18,46
2023-01,3340 - California Conservation Corps,0,16,25,29,32,41,143
2023-01,3355 - Office of Energy Infrastructure Safety,1,0,0,0,0,64,65
2023-01,3360 - Energy Resources Conservation and Development Commission,1,5,11,23,46,608,694
2023-01,3480 - Department of Conservation,33,11,52,92,58,396,642
2023-01,3540 - Department of Forestry and Fire Protection,5,49,136,145,134,185,654
2023-01,3560 - State Lands Commission,29,6,15,15,26,90,181
2023-01,3600 - Department of Fish and Wildlife,277,101,271,302,933,84,1968
2023-01,3640 - Wildlife Conservation Board,9,0,2,3,3,18,35
2023-01,3720 - California Coastal Commission,2,6,10,42,68,48,176
2023-01,3760 - State Coastal Conservancy,0,0,2,2,18,43,65
2023-01,3780 - Native American Heritage Commission,0,1,2,4,1,0,8
2023-01,3790 - Department of Parks and Recreation,733,39,132,169,180,197,1450
2023-01,3810 - Santa Monica Mountains Conservancy,0,0,0,0,0,6,6
2023-01,3820 - San Francisco Bay Conservation and Development Commission,0,0,1,1,44,0,46
2023-01,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,0,0,0,1,7,1,9
2023-01,3830 - San Joaquin River Conservancy,0,0,0,0,2,2,4
2023-01,3835 - Baldwin Hills Conservancy,0,0,1,2,1,0,4
2023-01,3840 - Delta Protection Commission,1,1,0,2,0,3,7
2023-01,3845 - San Diego River Conservancy,3,0,0,0,0,0,3
2023-01,3850 - Coachella Valley Mountains Conservancy,0,2,1,1,0,0,4
2023-01,3855 - Sierra Nevada Conservancy,0,0,8,13,9,19,49
2023-01,3860 - Department of Water Resources,5,127,630,982,406,188,2338
2023-01,3862 - Central Valley Flood Protection Board,0,6,1,9,19,20,55
2023-01,3875 - Sacramento-San Joaquin Delta Conservancy,0,0,0,0,3,13,16
2023-01,3885 - Delta Stewardship Council,0,1,1,6,10,44,62
2023-01,3900 - State Air Resources Board,103,271,144,151,855,40,1564
2023-01,3930 - Department of Pesticide Regulation,0,9,31,80,96,195,411
2023-01,3940 - State Water Resources Control Board,101,44,330,260,618,1045,2398
2023-01,3960 - Department of Toxic Substances Control,81,34,136,99,151,707,1208
2023-01,3970 - Department of Resources Recycling and Recovery,0,10,27,38,95,380,550
2023-01,3980 - Office of Environmental Health Hazard Assessment,0,0,1,5,20,109,135
2023-01,4100 - State Council on Developmental Disabilities,3,7,5,16,5,30,66
2023-01,4140 - Department of Health Care Access and Information,69,10,112,30,47,226,494
2023-01,4150 - Department of Managed Health Care,0,0,0,10,5,603,618
2023-01,4170 - Department of Aging,1,0,8,16,22,197,244
2023-01,4250 - California Children and Families Commission,0,0,1,37,0,1,39
2023-01,4260 - State Department of Health Care Services,460,34,129,296,1097,2023,4039
2023-01,4265 - Department of Public Health,1126,24,83,112,137,2456,3938
2023-01,4300 - Department of Developmental Services,19,10,37,43,100,397,606
2023-01,4440 - Department of State Hospitals,43,365,162,119,234,378,1301
2023-01,4560 - Mental Health Services Oversight and Accountability Commission,7,3,8,10,15,7,50
2023-01,4700 - Department of Community Services and Development,1,0,2,4,3,109,119
2023-01,4800 - California Health Benefit Exchange,19,7,30,57,59,1153,1325
2023-01,5160 - Department of Rehabilitation,158,130,398,484,229,235,1634
2023-01,5170 - State Independent Living Council,0,0,0,0,0,2,2
2023-01,5175 - Department of Child Support Services,0,13,12,10,95,456,586
2023-01,5180 - Department of Social Services,9,428,1397,409,620,1638,4501
2023-01,5225 - Department of Corrections and Rehabilitation,1051,497,849,711,410,1981,5499
2023-01,5227 - Board of State and Community Corrections,11,2,1,6,87,8,115
2023-01,5420 - Prison Industry Authority,19,4,46,93,41,11,214
2023-01,6100 - Department of Education,173,16,20,86,93,905,1293
2023-01,6120 - California State Library,3,22,28,16,23,59,151
2023-01,6125 - Education Audit Appeals Panel,0,0,0,1,2,0,3
2023-01,6240 - California School for the Deaf - Fremont,0,0,0,0,0,4,4
2023-01,6250 - California School for the Deaf - Riverside,5,3,5,2,2,0,17
2023-01,6360 - Commission on Teacher Credentialing,20,8,19,27,84,25,183
2023-01,6870 - Board of Governors of the California Community Colleges,0,0,1,6,2,173,182
2023-01,"6980 - Student Aid Commission, California",5,1,1,10,21,90,128
2023-01,7100 - Employment Development Department,53,253,427,789,703,5204,7429
2023-01,7120 - California Workforce Development Board,0,0,0,0,0,71,71
2023-01,7300 - Agricultural Labor Relations Board,10,0,5,36,6,8,65
2023-01,7320 - Public Employment Relations Board,2,3,5,19,26,8,63
2023-01,7501 - Department of Human Resources,7,3,10,60,48,147,275
2023-01,7502 - California Department of Technology,84,6,7,32,47,782,958
2023-01,7503 - State Personnel Board,2,0,0,2,13,54,71
2023-01,7504 - Office of Data and Innovation,0,0,0,2,0,37,39
2023-01,7600 - California Department of Tax and Fee Administration,18,19,101,375,716,2444,3673
2023-01,7730 - Franchise Tax Board,427,129,908,3324,230,182,5200
2023-01,7760 - Department of General Services,335,55,322,217,227,868,2024
2023-01,7870 - California Victim Compensation Board,2,0,12,15,198,0,227
2023-01,7900 - Public Employees' Retirement System,84,35,1898,14,9,268,2308
2023-01,7910 - Office of Administrative Law,0,2,6,6,7,2,23
2023-01,7920 - State Teachers' Retirement System,0,8,217,977,37,3,1242
2023-01,8120 - Commission on Peace Officer Standards and Training,3,2,138,0,0,11,154
2023-01,8140 - State Public Defender,12,1,10,13,5,48,89
2023-01,8570 - Department of Food and Agriculture,96,36,58,91,129,154,564
2023-01,8620 - Fair Political Practices Commission,1,0,2,11,17,60,91
2023-01,8660 - Public Utilities Commission,2,14,35,56,80,1128,1315
2023-01,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0,0,0,1,0,4,5
2023-01,"8830 - Law Revision Commission, California",0,0,0,0,0,8,8
2023-01,8860 - Department of Finance,7,7,27,279,28,39,387
2023-01,8880 - Financial Information System for California,1,0,3,6,20,273,303
2023-01,"8885 - States Mandates, Commission on",0,0,3,0,2,10,15
2023-01,8940 - Military Department,1,6,27,52,11,4,101
2023-01,8955 - Department of Veterans Affairs,37,18,66,128,92,125,466
2023-01,A059 - California Correctional Health Care Services,2,414,521,534,331,970,2772
2023-01,A279 - Unemployment Insurance Appeals Board,158,19,28,41,69,73,388
2023-01,A281 - Employment Training Panel,0,9,12,10,38,5,74
2023-01,A314 - California Science Center,5,3,22,0,0,3,33
2023-01,A341 - California Earthquake Authority,0,0,2,7,6,50,65
2023-01,A424 - Cradle-to-Career,0,0,0,5,0,4,9
2023-01,A541 - Board of Forestry and Fire Protection,0,0,0,3,4,2,9
2023-02,0500 - Governor's Office,28,10,31,39,13,12,133
2023-02,0509 - Governor's Office of Business and Economic Development (GO-Biz),0,6,5,19,13,102,145
2023-02,0511 - Secretary for Government Operations Agency,0,0,2,9,12,0,23
2023-02,"0515 - Secretary for Business, Consumer Services, and Housing Agency",1,3,6,5,8,42,65
2023-02,0521 - Secretary for Transportation Agency,0,0,3,16,0,0,19
2023-02,0530 - Secretary for California Health and Human Services Agency,0,2,11,6,11,51,81
2023-02,0531 - Office of Systems Integration,6,2,1,10,16,343,378
2023-02,0540 - Secretary of the Natural Resources Agency,1,2,2,10,0,74,89
2023-02,0552 - Office of the Inspector General,7,3,3,7,7,117,144
2023-02,0555 - Secretary for Environmental Protection,34,2,2,3,6,38,85
2023-02,0559 - Secretary for Labor and Workforce Development Agency,5,2,11,7,3,4,32
2023-02,0650 - Office of Planning and Research,2,0,11,22,38,123,196
2023-02,0690 - Governor's Office of Emergency Services,311,179,203,182,263,29,1167
2023-02,0820 - Department of Justice,42,292,581,690,628,1704,3937
2023-02,0840 - State Controller,62,39,71,122,152,726,1172
2023-02,0845 - Department of Insurance,3,175,32,61,214,532,1017
2023-02,0855 - California Gambling Control Commission,0,0,0,8,8,26,42
2023-02,0860 - State Board of Equalization,0,1,15,114,4,19,153
2023-02,0870 - Office of Tax Appeals,2,3,8,39,16,26,94
2023-02,0911 - Citizens Redistricting Commission,0,0,0,1,1,3,5
2023-02,1045 - Cannabis Control Appeals Panel,1,0,1,0,1,5,8
2023-02,1111 - Department of Consumer Affairs,223,315,442,455,516,586,2537
2023-02,1115 - Department of Cannabis Control,0,65,24,47,38,218,392
2023-02,1700 - California Civil Rights Department,4,1,3,19,35,205,267
2023-02,1701 - Department of Financial Protection and Innovation,1,6,62,16,61,551,697
2023-02,1703 - California Privacy Protection Agency,0,0,0,1,0,22,23
2023-02,1750 - California Horse Racing Board,1,5,0,7,2,10,25
2023-02,2100 - Department of Alcoholic Beverage Control,114,134,90,59,29,48,474
2023-02,2120 - Alcoholic Beverage Control Appeals Board,0,0,1,2,1,2,6
2023-02,2240 - Department of Housing and Community Development,94,20,97,94,94,706,1105
2023-02,2320 - Department of Real Estate,6,10,25,115,122,27,305
2023-02,2600 - California Transportation Commission,0,1,2,10,2,22,37
2023-02,2660 - Department of Transportation,105,374,1314,6033,2941,2913,13680
2023-02,2665 - High-Speed Rail Authority,6,28,26,42,63,187,352
2023-02,2700 - California Traffic Safety Program,0,0,1,8,21,2,32
2023-02,2720 - California Highway Patrol,1171,0,141,0,114,0,1426
2023-02,2740 - Department of Motor Vehicles,441,60,243,381,121,506,1752
2023-02,3100 - Exposition Park,1,0,8,0,0,0,9
2023-02,3105 - California African-American Museum,0,16,0,0,0,0,16
2023-02,3125 - California Tahoe Conservancy,6,1,11,6,4,18,46
2023-02,3340 - California Conservation Corps,0,16,24,30,32,40,142
